cluster_id,product_count,mean_margin,median_margin,std_margin,min_margin,max_margin,margin_range,high_variance
cluster_485,5,0.1695545502173513,0.1864406779661017,0.036598078671452865,0.11052631578947376,0.20436507936507936,0.0938387635756056,False
cluster_486,5,0.3247374301675978,0.3189944134078212,0.020674105056646665,0.3016759776536313,0.34636871508379896,0.04469273743016766,False
cluster_487,3,0.7372200323891588,1.0,0.4551482551132809,0.21166009716747639,1.0,0.7883399028325236,True
cluster_488,6,0.7168044101304322,1.0,0.44112149145528134,0.0778048780487804,1.0,0.9221951219512196,True
cluster_489,4,0.13413217752058845,0.11948137517540505,0.03323790104797022,0.1140939597315437,0.183472,0.0693780402684563,False
cluster_49,4,0.8996245583038869,0.9166666666666666,0.034084216725559446,0.8484982332155477,0.9166666666666667,0.068168433451119,False
cluster_490,6,0.2018234318872617,0.17927051671732525,0.09025247653599391,0.1367781155015198,0.3776883116883117,0.24091019618679188,False
cluster_491,3,0.1640782547628712,0.16516709511568126,0.0032716688139486074,0.16040100250626568,0.16666666666666663,0.006265664160400947,False
cluster_492,4,0.8000173913043478,1.0,0.3999652173913043,0.20006956521739136,1.0,0.7999304347826086,True
cluster_493,1,0.17516631929970822,0.17516631929970822,0.0,0.17516631929970822,0.17516631929970822,0.0,False
cluster_494,8,0.9022704837117473,1.0,0.27642081475801855,0.21816386969397836,1.0,0.7818361303060216,True
cluster_495,3,0.13159266555538715,0.13159266555538715,0.0,0.13159266555538715,0.13159266555538715,0.0,False
cluster_496,4,0.13159266555538715,0.13159266555538715,0.0,0.13159266555538715,0.13159266555538715,0.0,False
cluster_497,1,1.0,1.0,0.0,1.0,1.0,0.0,False
cluster_498,8,0.13159266555538715,0.13159266555538715,0.0,0.13159266555538715,0.13159266555538715,0.0,False
cluster_499,3,0.13159266555538715,0.13159266555538715,0.0,0.13159266555538715,0.13159266555538715,0.0,False
cluster_50,4,0.6046844033546097,0.6050238429172511,0.4564714688265986,0.2086899275839368,1.0,0.7913100724160632,True
cluster_500,4,0.09493906578280548,0.06749402599103081,0.15234124934368395,-0.060109837631327476,0.30487804878048774,0.36498788641181523,True
cluster_501,6,0.8877068557919622,1.0,0.27506090492246094,0.326241134751773,1.0,0.6737588652482269,True
cluster_502,5,0.5447063729923685,0.24509803921568626,0.41563792027870367,0.23588709677419353,1.0,0.7641129032258065,True
cluster_503,4,0.2630304626102946,0.29606076664900194,0.08419319238527946,0.1383219954648527,0.3216783216783218,0.1833563262134691,False
cluster_504,4,0.42413988637816824,0.24287267463525092,0.3842060746050469,0.21081419624217124,1.0,0.7891858037578288,True
cluster_505,3,0.7467932489451478,1.0,0.43856695764644854,0.2403797468354431,1.0,0.7596202531645568,True
cluster_506,10,0.7960330882352942,1.0,0.26340845130492324,0.4798529411764706,1.0,0.5201470588235294,True
cluster_507,20,0.7124822329241406,1.0,0.40367832207312804,0.09467966573816146,1.0,0.9053203342618386,True
cluster_508,5,0.694392,1.0,0.41847098838509705,0.23598,1.0,0.76402,True
cluster_509,5,0.3804861062367343,0.23461538461538464,0.34657877275213034,0.2026209677419355,1.0,0.7973790322580645,True
cluster_51,3,0.21350760824664117,0.21074969770253926,0.005933528411981983,0.20945497015312742,0.22031815688425677,0.010863186731129348,False
cluster_510,4,1.0,1.0,0.0,1.0,1.0,0.0,False
cluster_511,4,0.21862270212378795,0.2238412896705641,0.011080203113066095,0.20201602136181582,0.2247922077922078,0.022776186430391976,False
cluster_512,3,0.7318668466036886,1.0,0.46442024487607064,0.1956005398110661,1.0,0.8043994601889339,True
cluster_513,6,1.0,1.0,0.0,1.0,1.0,0.0,False
cluster_514,3,1.0,1.0,0.0,1.0,1.0,0.0,False
cluster_515,3,1.0,1.0,0.0,1.0,1.0,0.0,False
cluster_516,18,0.1919296079685192,0.08900876232201539,0.2979448878556304,-0.035230352303523005,1.0,1.0352303523035231,True
cluster_517,5,0.8465201465201465,1.0,0.34319138555766004,0.23260073260073252,1.0,0.7673992673992674,True
cluster_518,18,0.8639807327100277,1.0,0.31357417180217795,0.14145383104125733,1.0,0.8585461689587427,True
cluster_519,3,1.0,1.0,0.0,1.0,1.0,0.0,False
cluster_52,3,0.19588464087909296,0.16771866546438227,0.048836083704356485,0.16765957446808516,0.2522756827048115,0.08461610823672633,False
cluster_520,8,0.81375,1.0,0.34486798716527545,0.25500000000000006,1.0,0.7449999999999999,True
cluster_521,5,1.0,1.0,0.0,1.0,1.0,0.0,False
cluster_522,3,0.1370456421647475,0.17726657645466842,0.06966470171803231,0.05660377358490563,0.17726657645466842,0.1206628028697628,False
cluster_523,6,0.09844269582019005,0.0849529780564263,0.03643315933090115,0.06037249283667624,0.1580547112462006,0.09768221840952436,False
cluster_524,2,0.15254237288135586,0.15254237288135586,0.0,0.15254237288135586,0.15254237288135586,0.0,False
cluster_525,5,0.2910422496001114,0.2899159663865546,0.0906516366350653,0.20134228187919467,0.396838905775076,0.19549662389588135,False
cluster_527,5,0.5102723788161032,0.2047029972752044,0.4472826287785561,0.16475651189127968,1.0,0.8352434881087203,True
cluster_528,4,0.2659105501385815,0.2520439273394349,0.14552927786154085,0.10475982532751092,0.45479452054794517,0.35003469522043423,False
cluster_529,3,0.7473118279569891,1.0,0.4376687524502002,0.24193548387096772,1.0,0.7580645161290323,True
cluster_53,11,0.6337107536984963,1.0,0.42505217836269127,0.04391328515842138,1.0,0.9560867148415786,True
cluster_530,15,0.2081958100552457,0.16551724137931034,0.15426740943630896,0.050359712230215715,0.5617977528089888,0.5114380405787731,True
cluster_531,5,0.36992443561394495,0.23701186440677965,0.3548533657771294,0.16666666666666666,1.0,0.8333333333333334,True
cluster_532,8,0.6032363841127634,0.7152823529411765,0.44368359252876655,-0.0535714285714287,1.0,1.0535714285714286,True
cluster_533,9,0.6517637425156872,0.4970414201183432,0.3385157985922716,0.23408239700374533,1.0,0.7659176029962547,True
cluster_535,5,0.032914355593709047,0.035312859545092445,0.0032842867960949126,0.029316599666633934,0.035312859545092445,0.005996259878458511,False
cluster_536,3,0.032724432150203965,0.035312859545092445,0.10018752805050433,-0.0687322286498677,0.13159266555538715,0.20032489420525484,False
cluster_537,5,-4.729162422773226,0.17874396135265697,11.84684780397878,-25.907090464547675,1.0,26.907090464547675,True
