product_code,cluster,cluster_id
160004,-1,noise
46700,-1,noise
46721,-1,noise
128004,-1,noise
13810400,-1,noise
19540174,-1,noise
142113,-1,noise
140087,-1,noise
11300406,-1,noise
19900000,-1,noise
12830006,-1,noise
19540034,-1,noise
44220,-1,noise
13600210,-1,noise
18500502,-1,noise
190030,-1,noise
198020,-1,noise
190098,-1,noise
190008,-1,noise
19500001,-1,noise
10001000,-1,noise
41951,-1,noise
19080000,-1,noise
190040,-1,noise
190050,-1,noise
99999909,-1,noise
19360000,-1,noise
42970,-1,noise
19081000,-1,noise
19550100,-1,noise
190060,-1,noise
SP1312,-1,noise
13114800,-1,noise
190091,-1,noise
19540025,-1,noise
19541060,-1,noise
45900,-1,noise
46061,-1,noise
40440,-1,noise
14280,-1,noise
12410412,-1,noise
13410407,-1,noise
1568413,-1,noise
40462,-1,noise
13400617,-1,noise
13430620,-1,noise
13400499,-1,noise
13400501,-1,noise
13400900,-1,noise
13400201,-1,noise
13400600,-1,noise
13400011,-1,noise
13421401,-1,noise
13410401,-1,noise
13450418,-1,noise
13420508,-1,noise
13450516,-1,noise
13439616,-1,noise
13420606,-1,noise
13439618,-1,noise
13490400,-1,noise
190178,-1,noise
140001,-1,noise
194102,-1,noise
1378,-1,noise
81378,-1,noise
184002,-1,noise
19511000,-1,noise
40610,-1,noise
19019000,-1,noise
140010,-1,noise
144059,-1,noise
13000940,-1,noise
13000950,-1,noise
13101206,-1,noise
13000409,-1,noise
13000609,-1,noise
SP1851,-1,noise
13000201,-1,noise
140343,-1,noise
13101110,-1,noise
13102408,-1,noise
13111422,-1,noise
13111420,-1,noise
13101705,-1,noise
13101708,-1,noise
13104208,-1,noise
13000840,-1,noise
13000780,-1,noise
13001604,-1,noise
13001304,-1,noise
4084,-1,noise
40000,-1,noise
13191000,-1,noise
13105704,-1,noise
13190000,-1,noise
140015,-1,noise
140002,-1,noise
13105714,-1,noise
207900015,-1,noise
140099,-1,noise
3691,-1,noise
140091,-1,noise
142000,-1,noise
144005,-1,noise
141005,-1,noise
140801,-1,noise
140005,-1,noise
142050,-1,noise
140033,-1,noise
140047,-1,noise
140054,-1,noise
140019,-1,noise
140017,-1,noise
140340,-1,noise
140341,-1,noise
140149,-1,noise
140150,-1,noise
140049,-1,noise
140003,-1,noise
140046,-1,noise
3614,-1,noise
13000407,-1,noise
140052,-1,noise
46420,-1,noise
46450,-1,noise
46450,-1,noise
128008,-1,noise
140011,-1,noise
163002,-1,noise
163003,-1,noise
19610000,-1,noise
19623000,-1,noise
43201,-1,noise
19630010,-1,noise
180340,-1,noise
43200,-1,noise
13630600,-1,noise
13620403,-1,noise
54184,-1,noise
13600513,-1,noise
13699222,-1,noise
13600214,-1,noise
13600613,-1,noise
13631401,-1,noise
13631406,-1,noise
13600410,-1,noise
44210,-1,noise
44201,-1,noise
13651401,-1,noise
13640410,-1,noise
13640600,-1,noise
141001,-1,noise
13621496,-1,noise
19955000,-1,noise
19990040,-1,noise
19990050,-1,noise
SP125,-1,noise
19990000,-1,noise
19990090,-1,noise
180011,-1,noise
44001,-1,noise
45002,-1,noise
19910000,-1,noise
19950000,-1,noise
19960115,-1,noise
43401,-1,noise
43402,-1,noise
SP124,-1,noise
12000103,-1,noise
12500106,-1,noise
18218902,-1,noise
97415880,-1,noise
22103,-1,noise
22106,-1,noise
22108,-1,noise
22105,-1,noise
22101,-1,noise
22113,-1,noise
22100,-1,noise
22110,-1,noise
22109,-1,noise
22174,-1,noise
22104,-1,noise
97535850,-1,noise
31022,-1,noise
